File_name	average	rmse	sumOfSqerror	Cancer_type	Status
SRR15461500	52.93220230746367	0.0023350924856542616	0.16493424555474553	BCL	Tumor
SRR15464839	87.78292459817803	0.0017455864615024868	0.1720797681749253	BCL	Tumor
SRR15508615	49.112559544525894	0.002510169596814369	0.16559511017407696	BCL	Normal
SRR15461451	44.08024260900213	0.0036417922231531787	0.17162851445809033	BCL	Normal
SRR15461499	37.91059079127552	0.004009790615561979	0.17482871018231988	BCL	Tumor
SRR15464838	44.16685883427385	0.002893609819899874	0.17143264578915984	BCL	Tumor
SRR15508614	44.597371418395866	0.002902145726713884	0.1717668236774784	BCL	Normal
SRR15461450	42.26616914164699	0.003792848896206692	0.1718959960190562	BCL	Normal
SRR15461498	76.57737495780248	0.0027798250931386436	0.15832806121199766	BCL	Tumor
SRR15461449	49.886707962757846	0.0028166132914989386	0.16995641585313084	BCL	Normal
SRR15461497	40.70774846070709	0.003143273014360066	0.1732225789047042	BCL	Tumor
SRR15461448	36.8725960552881	0.003400772217929331	0.17480101525423128	BCL	Normal
SRR15461495	63.55822076634794	0.0024286249751370166	0.16262722775122543	BCL	Tumor
SRR15461426	65.09874141967278	0.002450871063878379	0.16203575894087993	BCL	Normal
SRR15461473	62.18016800341949	0.0026407807967335603	0.1646839688268625	BCL	Tumor
SRR15461447	49.53331338614262	0.002567100181492208	0.16737414437739612	BCL	Normal
SRR15461494	51.8383726550972	0.0024648180694076434	0.16720843276136294	BCL	Tumor
SRR15464853	90.83385972799805	0.0024563305138380564	0.1580663477008648	BCL	Tumor
SRR15508629	72.88412026262816	0.0026237927638374137	0.1636666319910624	BCL	Normal
SRR15461446	59.280724760613225	0.002827537322771578	0.1646297032328879	BCL	Normal
SRR15461493	56.08017453914318	0.0029895985284091294	0.16653432414186567	BCL	Tumor
SRR15461445	19.329421129568022	0.005188530623592547	0.18750634693720808	BCL	Normal
SRR15461492	52.9043020857266	0.002917300923119915	0.16935428119254142	BCL	Tumor
SRR15461444	54.353144422002835	0.002615232242413033	0.16288089674831185	BCL	Normal
SRR15461491	77.28500047456757	0.0021572638399966716	0.1558763079003342	BCL	Tumor
SRR15461443	45.1219745752154	0.003051144902682637	0.16842209313716985	BCL	Normal
SRR15461490	51.01905238335916	0.0029716922582328645	0.1686549900266283	BCL	Tumor
SRR15461442	52.97086457452114	0.0017703103476755472	0.16620187959390098	BCL	Normal
SRR15461489	53.28648136839801	0.0017166583039570494	0.1653080445347009	BCL	Tumor
SRR15461440	41.07199688794438	0.0027045059831660337	0.17194363396668375	BCL	Normal
SRR15461488	55.76249976935649	0.002340695869939352	0.16508129964266566	BCL	Tumor
SRR15461439	43.24383592671772	0.003158034156161682	0.17253968093884745	BCL	Normal
SRR15461487	56.10620146931998	0.0027608969693684623	0.1661362725754662	BCL	Tumor
SRR15461438	56.384505327801584	0.002908061901901925	0.162929342401534	BCL	Normal
SRR15461486	53.58306637788922	0.003039671031839212	0.1656829850827633	BCL	Tumor
SRR15461437	60.877846306961494	0.002901810624989322	0.16270853516634629	BCL	Normal
SRR15461484	66.55987970425525	0.002764456656388166	0.15945428170167614	BCL	Tumor
SRR15464842	105.13410146500522	0.0014325792228973527	0.151718188449185	BCL	Tumor
SRR15508618	112.87204505393922	0.0014244201296046272	0.16775533203743173	BCL	Normal
SRR15461436	40.32176517774894	0.003484965640554711	0.18420936331054394	BCL	Normal
SRR15461483	61.325720321944154	0.0023839298813625866	0.16500859361046438	BCL	Tumor
SRR15461435	48.36316021370149	0.0031047331864965714	0.17241754958061456	BCL	Normal
SRR15461482	61.69425291182314	0.0027666363585789363	0.16432981573918756	BCL	Tumor
SRR15461434	55.781098862272636	0.0029576001984159108	0.16485802524266835	BCL	Normal
SRR15461481	68.5470668601708	0.0025924118443774315	0.16262090190798717	BCL	Tumor
SRR15461433	50.69348670912692	0.002204525425452017	0.16681718330101736	BCL	Normal
SRR15461480	55.73208876162673	0.0021201518322934497	0.1664285427628445	BCL	Tumor
SRR15461432	61.920452754700165	0.0022011954072323346	0.16055151726086686	BCL	Normal
SRR15461479	55.148812833686065	0.0025187900993647004	0.16505283852948477	BCL	Tumor
SRR15461431	49.99878810785374	0.003160957086956012	0.16579212387819742	BCL	Normal
SRR15461478	61.31582770023933	0.002807361805065506	0.1629721283726213	BCL	Tumor
SRR15461429	44.16684507336837	0.0030282597433576386	0.17108997567883313	BCL	Normal
SRR15461477	58.52168448854628	0.0025915047319546073	0.16490198920869292	BCL	Tumor
SRR15461428	43.065362605652034	0.004278355113093377	0.1714013931400217	BCL	Normal
SRR15461476	36.94755150965469	0.0044970674757781725	0.17532796736455628	BCL	Tumor
SRR15461427	62.55664730429089	0.0022126554962991186	0.17017320383205345	BCL	Normal
SRR15461475	63.376619707317694	0.002204790730611091	0.16257248375845373	BCL	Tumor
SRR15464837	72.6515938222633	0.00219453234843311	0.16273607861666112	BCL	Tumor
SRR15508613	50.838779717939865	0.002532662058203485	0.16983949429824258	BCL	Normal
SRR15461425	41.6713497354473	0.003249152510782148	0.1686745195436396	BCL	Normal
SRR15461472	69.21900074181735	0.0023633063133827784	0.1605309627338504	BCL	Tumor
SRR15464836	61.458881976443536	0.002911071682935524	0.1659566196792537	BCL	Tumor
SRR15508612	60.905977892752134	0.002868342589203726	0.16389760757105468	BCL	Normal
SRR15461424	63.6251398236564	0.0025429396679132617	0.1647817056209883	BCL	Normal
SRR15461471	67.289028831301	0.0025467319396013225	0.16094862294318957	BCL	Tumor
SRR15464835	101.59684629998215	0.0019167977448815228	0.1545490617237244	BCL	Tumor
SRR15508611	87.36306973645436	0.0020033781520699917	0.1531503652427853	BCL	Normal
SRR15464834	69.60467326001474	0.0025782102462380916	0.16121546814305956	BCL	Tumor
SRR15508610	60.21233922027884	0.002836913504504571	0.1655406487244073	BCL	Normal
SRR15464833	34.95646145577439	0.00358298648038555	0.17633244883262786	BCL	Tumor
SRR15508609	69.45150457699867	0.002388194109393264	0.16201041331116794	BCL	Normal
SRR17139343	10.681490533810955	0.0074117448252767025	0.23449711153097602	OM	Tumor
SRR17139344	109.34809448051212	0.0023171257349507324	0.1924191213137419	OM	Normal
SRR17139276	121.04582104612099	0.0024689705838283806	0.17520995430005254	OM	Tumor
SRR17139287	105.86644026821841	0.002362348747107576	0.1851997046212436	OM	Normal
SRR17139254	147.71502159374288	0.0022077084784714192	0.17324534244297007	OM	Tumor
SRR17139265	124.22295958761137	0.0019770973618883705	0.18442196324173393	OM	Normal
SRR17139232	0.013265315089556227	6.016658363123882e-05	0.001903585512563255	OM	Tumor
SRR17139243	113.53172483512556	0.002309885518252781	0.18678677541921881	OM	Normal
SRR17139210	166.71223734154225	0.0017951505763562628	0.1676712921844263	OM	Tumor
SRR17139221	109.15239564225183	0.002255427992113349	0.18583686501346572	OM	Normal
SRR17139331	179.31990109780097	0.0016569313953162105	0.16934779166910668	OM	Tumor
SRR17139342	113.7467511900852	0.0021817666704020263	0.1869966235971914	OM	Normal
SRR17139309	164.87862920923706	0.0017974531007285206	0.1725835805894287	OM	Tumor
SRR17139320	124.73632324937759	0.0018865643114288405	0.18426625181252418	OM	Normal
SRR17139292	158.41049131433968	0.0020129403944883946	0.17551870677649947	OM	Tumor
SRR17139298	114.32162946187823	0.0021462655578279597	0.18419160484764616	OM	Normal
SRR17139290	122.2551006265507	0.0023446493235693665	0.18620413126832794	OM	Tumor
SRR17139291	122.21185315231969	0.0024442371715821063	0.18608335727320946	OM	Normal
SRR17139288	112.77578752009072	0.0025592007757094803	0.1850781727604572	OM	Tumor
SRR17139289	104.81567645743318	0.002331487778767287	0.19186317103062867	OM	Normal
SRR17139285	144.77047058312587	0.0019178510824618008	0.1810110077184377	OM	Tumor
SRR17139286	127.52937672168495	0.002057441762203404	0.18785919270747908	OM	Normal
SRR17139283	93.04466507354752	0.0023252956490508927	0.19176289009404507	OM	Tumor
SRR17139284	156.36904804457674	0.0019426818823417794	0.1766772782862648	OM	Normal
SRR17139281	145.50937079517095	0.0020278185587322764	0.17704841914210984	OM	Normal
SRR17139282	126.83662713933691	0.0022870604020895262	0.18277891404995394	OM	Tumor
SRR17139279	173.1269274274428	0.001606919454598296	0.1689177343439985	OM	Normal
SRR17139280	109.77143831103336	0.001967387145300581	0.18425292243636535	OM	Tumor
SRR17139277	154.06871523693638	0.0017312460739396186	0.1711220929703439	OM	Normal
SRR17139278	123.35887328192482	0.0018708856707186845	0.18708856707186663	OM	Tumor
SRR17139274	151.04733937978668	0.0018842650658073205	0.17443450909599656	OM	Normal
SRR17139275	86.39402640505838	0.002368702698136649	0.1950407694848517	OM	Tumor
SRR17139272	90.98734773748815	0.002307526313927728	0.18491911778333933	OM	Normal
SRR17139273	147.98615771585696	0.0023261252267630875	0.17449040425385592	OM	Tumor
SRR17139270	147.30686248444587	0.0021148412911280406	0.175582779799581	OM	Normal
SRR17139271	125.76074329008217	0.0019465087450110659	0.1798704685542344	OM	Tumor
SRR17139268	107.13340850310368	0.0019063442760070919	0.17853603692753467	OM	Tumor
SRR17139266	126.66098223534918	0.001835235073708838	0.1725901743695719	OM	Tumor
SRR17139267	56.65680338460631	0.002764143860139144	0.1915453970325947	OM	Normal
SRR17139263	137.6387580904305	0.0016541004400998018	0.1749362736956525	OM	Tumor
SRR17139264	90.24207210075876	0.002260153236758998	0.19498980029987065	OM	Normal
SRR17139261	102.71766931063486	0.0022810236953068517	0.18958586796697655	OM	Tumor
SRR17139262	111.5149693362098	0.0018758230714721392	0.1908644214086816	OM	Normal
SRR17139259	129.9918092943077	0.0021687819159022484	0.1794724366341596	OM	Tumor
SRR17139260	54.15532063997648	0.0036841300313581516	0.1940735919543788	OM	Normal
SRR17139257	119.75651914420278	0.002253374257678411	0.17764537093101138	OM	Tumor
SRR17139258	116.21170486231564	0.001993763764625859	0.18408605573583192	OM	Normal
SRR17139255	176.37459063778633	0.0015723915559728758	0.16973091047919026	OM	Tumor
SRR17139256	123.90714819136068	0.001894521888770489	0.17906990426347438	OM	Normal
SRR17139252	122.99981876294093	0.0021255483632005075	0.17415234015888278	OM	Tumor
SRR17139253	88.64995686789698	0.0022635613957320143	0.1834322895034941	OM	Normal
SRR17139250	19.638547381863404	0.006287820804936789	0.19893774695987373	OM	Tumor
SRR17139251	68.59404924759636	0.0026162264097643216	0.188803835729542	OM	Normal
SRR17139248	123.33999495847894	0.0018957843925726673	0.18210388194441907	OM	Tumor
SRR17139249	104.38812481327766	0.0019891623794768146	0.1865257408084561	OM	Normal
SRR17139246	104.47766007415687	0.00215768510994538	0.19318211602003493	OM	Tumor
SRR17139247	136.40841344586835	0.001683113028364655	0.18162809511331215	OM	Normal
SRR17139244	94.1392883939082	0.002674335117987655	0.18547627512725795	OM	Tumor
SRR17139245	110.64128958842262	0.002112930791105062	0.18718229561510988	OM	Normal
SRR17139241	165.94683721411118	0.0017748754727357114	0.17310268675168855	OM	Tumor
SRR17139242	124.56460023170878	0.001821141592134228	0.1812196027739505	OM	Normal
SRR17139239	151.9685185803165	0.0016191452668362616	0.17514482280181345	OM	Tumor
SRR17139240	109.78803806023451	0.001939529208884392	0.1857497968235892	OM	Normal
SRR17139237	117.85730246184859	0.0020629450953736903	0.17474253116321337	OM	Tumor
SRR17139238	115.24465403656666	0.0020405818225584043	0.18171492840222778	OM	Normal
SRR17139236	98.13702132005061	0.0021865976972351795	0.18056319533412435	OM	Normal
SRR17139234	86.74336337948398	0.002581208975179001	0.19777855826777524	OM	Tumor
SRR17139235	54.392849211868864	0.0028371535704945433	0.21720444305363953	OM	Normal
SRR17139231	103.4316090485498	0.0021621718639469453	0.1868621929847805	OM	Tumor
SRR17139233	104.30420374752688	0.0020837353987161484	0.1896313700331422	OM	Normal
SRR17139229	127.81738642654236	0.0018604676200303257	0.1765974837994115	OM	Tumor
SRR17139230	124.17988490175208	0.0018498774473438152	0.1831752347363712	OM	Normal
SRR17139227	124.93771229269599	0.0020466987662421583	0.17905982541415455	OM	Tumor
SRR17139228	118.26877337181715	0.0018679149503545245	0.18430935560756173	OM	Normal
SRR17139225	207.44253724196923	0.0014865640947040583	0.16326507834204684	OM	Tumor
SRR17139226	121.92071723534762	0.001867115588132881	0.18273901995386493	OM	Normal
SRR17139223	103.81980461605194	0.00223788478417753	0.17741501179744137	OM	Tumor
SRR17139224	94.58734310907683	0.0020948781898632368	0.18090094968968096	OM	Normal
SRR17139220	109.20093162742938	0.002075261936821125	0.1790387058936491	OM	Tumor
SRR17139222	77.82281424193249	0.002581152194719318	0.18454786936342318	OM	Normal
SRR17139218	155.39447579610723	0.0016342960680957588	0.17355885685133837	OM	Tumor
SRR17139219	117.34817077300657	0.0018674837037457772	0.18002581648542565	OM	Normal
SRR17139216	62.40828114903165	0.0030920029658147515	0.212854705872661	OM	Tumor
SRR17139217	108.82239751537385	0.0018730987783798184	0.19040304754351248	OM	Normal
SRR17139214	125.09601972731762	0.0019864627658141235	0.18353023989312567	OM	Tumor
SRR17139215	62.66836946804889	0.0029721979368893072	0.19075398714770173	OM	Normal
SRR17139212	133.69924860087335	0.001711342997377988	0.17800435284768865	OM	Tumor
SRR17139213	133.12764064924008	0.0017963803828346273	0.18461687071336688	OM	Normal
SRR17139209	139.96078789010932	0.0018080473880884521	0.17915186055594162	OM	Tumor
SRR17139211	126.75235385657005	0.001730543517572298	0.18473096105006073	OM	Normal
SRR17139207	78.77684999197375	0.002806648449402738	0.20283739801453432	OM	Normal
SRR17139208	136.91296179246447	0.002058916999900412	0.17082808416271825	OM	Tumor
SRR17139205	104.77889841719353	0.0019285939321814257	0.18396602669566908	OM	Normal
SRR17139206	92.11080521274403	0.0021390806391224162	0.18531155707325747	OM	Tumor
SRR17139203	69.84809528582177	0.0025380845124922786	0.20223612839875882	OM	Normal
SRR17139204	149.9143300277114	0.0017051254120240898	0.1746068403736752	OM	Tumor
SRR17139201	117.1362821588052	0.001878334882719892	0.18139308601624193	OM	Normal
SRR17139202	156.81687156523066	0.0018120651006056073	0.17637640501428178	OM	Tumor
SRR17139200	141.9520127273965	0.0017543261609594388	0.17701316137725318	OM	Tumor
SRR17139341	127.92740695685261	0.0019765584662676493	0.18106829111100278	OM	Normal
SRR17139339	111.16535592864595	0.0020200906816979893	0.18955513134679597	OM	Normal
SRR17139340	117.18694605467917	0.0019907097054123616	0.1852964741621251	OM	Tumor
SRR17139337	109.3375216123215	0.0027512132432270246	0.20310588368608776	OM	Normal
SRR17139338	167.9813853377637	0.002061450786032698	0.1873653515313383	OM	Tumor
SRR17139335	97.45618571491987	0.002124096248475692	0.18649758600133712	OM	Normal
SRR17139336	249.8242208494785	0.001420225202830666	0.15040982831480293	OM	Tumor
SRR17139333	90.06593813362507	0.0032212916965579925	0.1946150783193419	OM	Normal
SRR17139334	165.9449276694878	0.0022302272568574576	0.18281062768386047	OM	Tumor
SRR17139330	116.41561034292262	0.0026383145094192127	0.1915096511439404	OM	Normal
SRR17139332	191.57972298647366	0.0019165257092714982	0.1812611879443598	OM	Tumor
SRR17139328	98.54184930124411	0.001998712003619122	0.18486735503065857	OM	Normal
SRR17139329	131.02888411235082	0.002054893081946959	0.1793298964585248	OM	Tumor
SRR17139326	106.69980923768172	0.0027162618581889585	0.18973045331445226	OM	Normal
SRR17139327	194.6646821387657	0.002123334607546471	0.1830137068016637	OM	Tumor
SRR17139324	115.99490849322804	0.0025720943173247776	0.19357466316577066	OM	Normal
SRR17139325	117.26062861116041	0.00293415283001501	0.2054954625547387	OM	Tumor
SRR17139322	116.7581184609385	0.0022070369392953445	0.1921516883863339	OM	Normal
SRR17139323	180.87094720494395	0.0018731961723743688	0.1816710594598413	OM	Tumor
SRR17139319	91.8643282941764	0.0022369394957632844	0.18531528292556879	OM	Normal
SRR17139321	122.89334967650429	0.002155760926551106	0.1789541280421165	OM	Tumor
SRR17139317	104.26225672124868	0.0028086407014136085	0.1942637511962114	OM	Normal
SRR17139318	132.09517423694012	0.0020626679143722856	0.182962248405918	OM	Tumor
SRR17139315	106.27379570672747	0.002445331628842551	0.2005917325043432	OM	Normal
SRR17139316	161.78728121043298	0.001957205594593361	0.19025206223483104	OM	Tumor
SRR17139313	77.8791383627399	0.002392337949633893	0.1875812644152087	OM	Normal
SRR17139314	94.51885126786682	0.0023010550880840303	0.1864280693961071	OM	Tumor
SRR17139311	146.61179575775867	0.0023182502885665383	0.18716192380412153	OM	Normal
SRR17139312	148.39666674700925	0.002564669042447629	0.18818450246660715	OM	Tumor
SRR17139308	85.33840756597753	0.0021997000103806882	0.19038527489355453	OM	Normal
SRR17139310	102.86361422468472	0.002128492607564606	0.18301323561403726	OM	Tumor
SRR17139306	93.39631198691002	0.002155573984624209	0.19188241109092397	OM	Normal
SRR17139307	172.36405108398495	0.0016270356633795084	0.17186611145563943	OM	Tumor
SRR17139304	103.8557048970146	0.002204121203994992	0.18914390996252997	OM	Normal
SRR17139305	174.91051503565416	0.0015627948468002742	0.1658919796058088	OM	Tumor
SRR17139302	120.68627658804029	0.0026207597280831704	0.1873430802897984	OM	Normal
SRR17139303	161.2834899396902	0.0021874695577613016	0.17521617503046202	OM	Tumor
SRR17139300	109.40669302186178	0.002017293636607404	0.1798674935878031	OM	Normal
SRR17139301	176.6412591279378	0.0014830230879766006	0.16663399466594261	OM	Tumor
SRR17139297	111.92478565976887	0.002021538491472453	0.18437051679564598	OM	Normal
SRR17139299	123.02206415673214	0.0018972314546588807	0.1770331465729129	OM	Tumor
SRR17139295	149.59727322712985	0.0024028200445853944	0.1861991748660579	OM	Normal
SRR17139296	170.9799936496388	0.0020797697561930743	0.17257076755339684	OM	Tumor
SRR17139293	114.75058466188	0.002036836637620991	0.1823281685647872	OM	Normal
SRR17139294	171.01781842290245	0.0017578758163778287	0.1699421388230214	OM	Tumor
SRR21943510	36.26515473403546	0.0039035564149705443	0.19262379860138845	NonT	Normal
SRR21943498	43.775415806103815	0.003713914605983842	0.1793093971992511	NonT	Normal
SRR21943501	26.999903080275555	0.004980099258604244	0.20448750872040564	NonT	Normal
SRR21943499	41.557720231071315	0.003697100643990508	0.18221118421844962	NonT	Normal
SRR21943502	34.364493043579714	0.004169547394453255	0.18679386185714422	NonT	Normal
SRR21943508	36.895833392789676	0.003716719431463769	0.1854639272128907	NonT	Normal
SRR21943497	35.968876024781274	0.004083486178880878	0.19218432171080158	NonT	Normal
SRR21943500	31.58694814000735	0.004361008451186904	0.19860551510792665	NonT	Normal
SRR21943475	55.74257948823164	0.004476985506628851	0.19266648740141032	NonT	Normal
SRR21943471	38.32850468717068	0.003579077781915493	0.19147229881860375	NonT	Normal
SRR21943476	35.34535247174826	0.005549995824761489	0.20519979080449155	NonT	Normal
SRR21943477	30.916402810016457	0.005997068754138246	0.208263269378171	NonT	Normal
SRR21943467	24.31813357024319	0.005026766327643034	0.20670953072903822	NonT	Normal
SRR21943478	43.157417948905675	0.004851995045655424	0.1999940329442029	NonT	Normal
SRR21943470	34.98757777348719	0.0038971696689054365	0.19555871582800713	NonT	Normal
SRR21943468	32.78538974995644	0.004382036561825459	0.19513598003201219	NonT	Normal
SRR21943479	35.13335085988564	0.004421075685882369	0.20774351919235123	NonT	Normal
SRR21943480	54.14584208872122	0.004539909650050242	0.1908922690601555	NonT	Normal
SRR21943489	53.59395280823206	0.004329208518967057	0.19082923297166512	NonT	Normal
SRR21943490	45.1790750993081	0.004904591223450818	0.19673464170365004	NonT	Normal
SRR21943491	32.30144786483163	0.006006717134903543	0.2085983336245161	NonT	Normal
SRR21943509	55.27836791592047	0.002947396899253629	0.17347127237877838	NonT	Normal
SRR21943503	29.932525985435536	0.004744869565736166	0.1891412378467595	NonT	Normal
SRR21943493	48.6194028823813	0.004811609895738708	0.19408152046583357	NonT	Normal
SRR21943512	42.90983306552313	0.0036376426912916172	0.1872237834300025	NonT	Normal
SRR21943494	47.6969532987928	0.004627461730788034	0.19649011153756224	NonT	Normal
SRR21943495	37.84983571541577	0.005261828879305561	0.2061535938155558	NonT	Normal
SRR21943496	45.49048877012628	0.0047314848662999304	0.19844052852530975	NonT	Normal
SRR21943505	31.48617084099166	0.006310277097443335	0.20985822436456628	NonT	Normal
SRR21943506	25.641977746722652	0.006780731616241228	0.21453274708711664	NonT	Normal
SRR21943507	44.89458185680277	0.0048720663853181545	0.19850307612853782	NonT	Normal
SRR21943504	33.27142306666271	0.0041996412036239255	0.19920647338413802	NonT	Normal
SRR21943473	40.37255829050334	0.003631205865856434	0.19111323143999537	NonT	Normal
SRR21943492	46.1454565290594	0.003271969704934173	0.1858409664996455	NonT	Normal
SRR21943511	43.4245256577734	0.0033349729484871086	0.18862507937780457	NonT	Normal
SRR21943469	40.9094284327377	0.003508106321999078	0.1880685296469795	NonT	Normal
SRR21943484	36.087417183437644	0.0038053111493792304	0.19459246528960744	NonT	Normal
SRR21943483	37.83782563791192	0.003808062934072756	0.1932380889547559	NonT	Normal
SRR21943482	36.505507117199656	0.003854525963656165	0.19433845622582616	NonT	Normal
SRR21943481	42.11592223511691	0.003421208879503251	0.1899002076816866	NonT	Normal
SRR21943472	50.26611559561847	0.0029612296011299424	0.18342899291028997	NonT	Normal
SRR21943474	54.52531866739165	0.003222077703096745	0.18003314114574603	NonT	Normal
SRR21943488	35.31315664349532	0.003984608050400024	0.17636111101004576	NonT	Normal
SRR21943487	35.275973490110076	0.0038888616735380894	0.17876078129703107	NonT	Normal
SRR21943486	36.63508104650584	0.003391268136742678	0.178871311893344	NonT	Normal
SRR21943485	36.26830366435959	0.003573662073807545	0.17735591983795898	NonT	Normal
SRR21943466	30.38564601361968	0.004400574773563606	0.19748728438098712	NonT	Normal
SRR21943465	31.536227815943963	0.0040934219918268705	0.19631362226624818	NonT	Normal
SRR21943464	28.7531572447932	0.004321825511634796	0.2006276868922935	NonT	Normal
